Starting negotiation session.
Round 1
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 52
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 53
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 54
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Engineer, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 55
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 56
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 57
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: None, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 58
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 59
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Supermarket, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 60
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 61
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 62
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Supermarket, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 63
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Supermarket, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
Round 64
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 65
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 66
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 67
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 68
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: None, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 69
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: Fastfood Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 70
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Studio, Partime Job: Catering, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 71
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 72
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Supermarket, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 73
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Jobless, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Accept)
Round 74
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Engineer, Housing: Cave, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 75
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Parents, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 76
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Developer, Housing: Parents, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 77
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 78
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: Developer, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 79
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: Jobless, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 80
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: CEO, Housing: Cave, Partime Job: Supermarket, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 81
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Jobless, Housing: Under the bridge, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 82
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 83
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 84
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: 3ME, Job Prospect: Manager, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 85
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: Manager, Housing: Under the bridge, Partime Job: Catering, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 86
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Accept)
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 87
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: TPM, Job Prospect: Developer, Housing: House, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 88
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: WB, Faculty: EWI, Job Prospect: Manager, Housing: Cave, Partime Job: Fastfood Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 89
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: TBM, Faculty: 3ME, Job Prospect: Jobless, Housing: House, Partime Job: Restaurant, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 90
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
  Turn 2: negotiator.parties.NegotiationPartyInternal@5092a298 (Offer: Bid[Study: EE, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
  Turn 3: negotiator.parties.NegotiationPartyInternal@4af0d27b (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Single Room, Partime Job: None, ])
Round 91
  Turn 1: negotiator.parties.NegotiationPartyInternal@299e30c0 (Offer: Bid[Study: WB, Faculty: TPM, Job Prospect: CEO, Housing: Cave, Partime Job: Restaurant, ])
